0,-90,532.785
1,-90,532.785
2,-90,532.785
3,-90,532.785
4,-90,532.785
5,-90,532.785
6,-90,532.785
7,-90,532.785
8,-90,532.785
9,-90,532.785
10,-90,532.785
11,-90,532.785
12,-90,532.785
13,-90,532.785
14,-90,532.785
15,-90,532.785
16,-90,532.785
17,-90,532.785
18,-90,532.785
19,-90,532.785
20,-90,532.785
21,-90,532.785
22,-90,532.785
23,-90,532.785
24,-90,532.785
25,-90,532.785
26,-90,532.785
27,-90,532.785
28,-90,532.785
29,-90,532.785
30,-90,532.785
31,-90,532.785
32,-90,532.785
33,-90,532.785
34,-90,532.785
35,-90,532.785
36,-90,532.785
37,-90,532.785
38,-90,532.785
39,-90,532.785
40,-90,532.785
41,-90,532.785
42,-90,532.785
43,-90,532.785
44,-90,532.785
45,-90,532.785
46,-90,532.785
47,-90,532.785
48,-90,532.785
49,-90,532.785
50,-90,532.785
51,-90,532.785
52,-90,532.785
53,-90,532.785
54,-90,532.785
55,-90,532.785
56,-90,532.785
57,-90,532.785
58,-90,532.785
59,-90,532.785
60,-90,532.785
61,-90,532.785
62,-90,532.785
63,-90,532.785
64,-90,532.785
65,-90,532.785
66,-90,532.785
67,-90,532.785
68,-90,532.785
69,-90,532.785
70,-90,532.785
71,-90,532.785
72,-90,532.785
73,-90,532.785
74,-90,532.785
75,-90,532.785
76,-90,532.785
77,-90,532.785
78,-90,532.785
79,-90,532.785
80,-90,532.785
81,-90,532.785
82,-90,532.785
83,-90,532.785
84,-90,532.785
85,-90,532.785
86,-90,532.785
87,-90,532.785
88,-90,532.785
89,-90,532.785
90,-90,532.785
91,-90,532.785
92,-90,532.785
93,-90,532.785
94,-90,532.785
95,-90,532.785
96,-90,532.785
97,-90,532.785
98,-90,532.785
99,-90,532.785
100,-90,532.785
101,-90,532.785
102,-90,532.785
103,-90,532.785
104,-90,532.785
105,-90,532.785
106,-90,532.785
107,-90,532.785
108,-90,532.785
109,-90,532.785
110,-90,532.785
111,-90,532.785
112,-90,532.785
113,-90,532.785
114,-90,532.785
115,-90,532.785
116,-90,532.785
117,-90,532.785
118,-90,532.785
119,-90,532.785
120,-90,532.785
121,-90,532.785
122,-90,532.785
123,-90,532.785
124,-90,532.785
125,-90,532.785
126,-90,532.785
127,-90,532.785
128,-90,532.785
129,-90,532.785
130,-90,532.785
131,-90,532.785
132,-90,532.785
133,-90,532.785
134,-90,532.785
135,-90,532.785
136,-90,532.785
137,-90,532.785
138,-90,532.785
139,-90,532.785
140,-90,532.785
141,-90,532.785
142,-90,532.785
143,-90,532.785
144,-90,532.785
145,-90,532.785
146,-90,532.785
147,-90,532.785
148,-90,532.785
149,-90,532.785
150,-90,532.785
151,-90,532.785
152,-90,532.785
153,-90,532.785
154,-90,532.785
155,-90,532.785
156,-90,532.785
157,-90,532.785
158,-90,532.785
159,-90,532.785
160,-90,532.785
161,-90,532.785
162,-90,532.785
163,-90,532.785
164,-90,532.785
165,-90,532.785
166,-90,532.785
167,-90,532.785
168,-90,532.785
169,-90,532.785
170,-90,532.785
171,-90,532.785
172,-90,532.785
173,-90,532.785
174,-90,532.785
175,-90,532.785
176,-90,532.785
177,-90,532.785
178,-90,532.785
179,-90,532.785
180,-90,532.785
-179,-90,532.785
-178,-90,532.785
-177,-90,532.785
-176,-90,532.785
-175,-90,532.785
-174,-90,532.785
-173,-90,532.785
-172,-90,532.785
-171,-90,532.785
-170,-90,532.785
-169,-90,532.785
-168,-90,532.785
-167,-90,532.785
-166,-90,532.785
-165,-90,532.785
-164,-90,532.785
-163,-90,532.785
-162,-90,532.785
-161,-90,532.785
-160,-90,532.785
-159,-90,532.785
-158,-90,532.785
-157,-90,532.785
-156,-90,532.785
-155,-90,532.785
-154,-90,532.785
-153,-90,532.785
-152,-90,532.785
-151,-90,532.785
-150,-90,532.785
-149,-90,532.785
-148,-90,532.785
-147,-90,532.785
-146,-90,532.785
-145,-90,532.785
-144,-90,532.785
-143,-90,532.785
-142,-90,532.785
-141,-90,532.785
-140,-90,532.785
-139,-90,532.785
-138,-90,532.785
-137,-90,532.785
-136,-90,532.785
-135,-90,532.785
-134,-90,532.785
-133,-90,532.785
-132,-90,532.785
-131,-90,532.785
-130,-90,532.785
-129,-90,532.785
-128,-90,532.785
-127,-90,532.785
-126,-90,532.785
-125,-90,532.785
-124,-90,532.785
-123,-90,532.785
-122,-90,532.785
-121,-90,532.785
-120,-90,532.785
-119,-90,532.785
-118,-90,532.785
-117,-90,532.785
-116,-90,532.785
-115,-90,532.785
-114,-90,532.785
-113,-90,532.785
-112,-90,532.785
-111,-90,532.785
-110,-90,532.785
-109,-90,532.785
-108,-90,532.785
-107,-90,532.785
-106,-90,532.785
-105,-90,532.785
-104,-90,532.785
-103,-90,532.785
-102,-90,532.785
-101,-90,532.785
-100,-90,532.785
-99,-90,532.785
-98,-90,532.785
-97,-90,532.785
-96,-90,532.785
-95,-90,532.785
-94,-90,532.785
-93,-90,532.785
-92,-90,532.785
-91,-90,532.785
-90,-90,532.785
-89,-90,532.785
-88,-90,532.785
-87,-90,532.785
-86,-90,532.785
-85,-90,532.785
-84,-90,532.785
-83,-90,532.785
-82,-90,532.785
-81,-90,532.785
-80,-90,532.785
-79,-90,532.785
-78,-90,532.785
-77,-90,532.785
-76,-90,532.785
-75,-90,532.785
-74,-90,532.785
-73,-90,532.785
-72,-90,532.785
-71,-90,532.785
-70,-90,532.785
-69,-90,532.785
-68,-90,532.785
-67,-90,532.785
-66,-90,532.785
-65,-90,532.785
-64,-90,532.785
-63,-90,532.785
-62,-90,532.785
-61,-90,532.785
-60,-90,532.785
-59,-90,532.785
-58,-90,532.785
-57,-90,532.785
-56,-90,532.785
-55,-90,532.785
-54,-90,532.785
-53,-90,532.785
-52,-90,532.785
-51,-90,532.785
-50,-90,532.785
-49,-90,532.785
-48,-90,532.785
-47,-90,532.785
-46,-90,532.785
-45,-90,532.785
-44,-90,532.785
-43,-90,532.785
-42,-90,532.785
-41,-90,532.785
-40,-90,532.785
-39,-90,532.785
-38,-90,532.785
-37,-90,532.785
-36,-90,532.785
-35,-90,532.785
-34,-90,532.785
-33,-90,532.785
-32,-90,532.785
-31,-90,532.785
-30,-90,532.785
-29,-90,532.785
-28,-90,532.785
-27,-90,532.785
-26,-90,532.785
-25,-90,532.785
-24,-90,532.785
-23,-90,532.785
-22,-90,532.785
-21,-90,532.785
-20,-90,532.785
-19,-90,532.785
-18,-90,532.785
-17,-90,532.785
-16,-90,532.785
-15,-90,532.785
-14,-90,532.785
-13,-90,532.785
-12,-90,532.785
-11,-90,532.785
-10,-90,532.785
-9,-90,532.785
-8,-90,532.785
-7,-90,532.785
-6,-90,532.785
-5,-90,532.785
-4,-90,532.785
-3,-90,532.785
-2,-90,532.785
-1,-90,532.785
0,-89,6529.99
1,-89,6503.19
2,-89,6410.79
3,-89,6316.79
4,-89,6225.19
5,-89,6139.19
6,-89,6059.99
7,-89,5987.59
8,-89,5922.39
9,-89,5789.19
10,-89,5663.99
11,-89,5561.59
12,-89,5439.19
13,-89,5298.39
14,-89,5185.99
15,-89,5099.19
16,-89,5036.39
17,-89,4955.99
18,-89,4869.59
19,-89,4794.39
20,-89,4728.79
21,-89,4663.59
22,-89,4607.19
23,-89,4559.99
24,-89,4520.79
25,-89,4291.99
26,-89,3852.79
27,-89,3512.79
28,-89,3241.99
29,-89,3002.39
30,-89,2801.19
31,-89,2629.59
32,-89,2484.39
33,-89,2361.59
34,-89,2256.39
35,-89,2151.99
36,-89,2033.59
37,-89,1824.39
38,-89,1656.39
39,-89,1518.39
40,-89,1403.59
41,-89,1303.99
42,-89,1218.39
43,-89,1142.39
44,-89,1075.99
45,-89,1017.59
46,-89,959.185
47,-89,905.185
48,-89,857.185
49,-89,813.985
50,-89,774.785
51,-89,741.985
52,-89,711.585
53,-89,683.985
54,-89,661.585
