0,-90,0.898442
1,-90,0.958442
2,-90,1.01844
3,-90,1.06844
4,-90,1.12844
5,-90,1.18844
6,-90,1.23844
7,-90,1.29844
8,-90,1.34844
9,-90,1.40844
10,-90,1.45844
11,-90,1.50844
12,-90,1.56844
13,-90,1.61844
14,-90,1.66844
15,-90,1.71844
16,-90,1.77844
17,-90,1.82844
18,-90,1.87844
19,-90,1.92844
20,-90,1.96844
21,-90,2.01844
22,-90,2.06844
23,-90,2.11844
24,-90,2.15844
25,-90,2.20844
26,-90,2.24844
27,-90,2.29844
28,-90,2.33844
29,-90,2.38844
30,-90,2.42844
31,-90,2.46844
32,-90,2.50844
33,-90,2.54844
34,-90,2.58844
35,-90,2.62844
36,-90,2.65844
37,-90,2.69844
38,-90,2.73844
39,-90,2.76844
40,-90,2.80844
41,-90,2.83844
42,-90,2.86844
43,-90,2.89844
44,-90,2.93844
45,-90,2.96844
46,-90,2.98844
47,-90,3.01844
48,-90,3.04844
49,-90,3.07844
50,-90,3.09844
51,-90,3.12844
52,-90,3.14844
53,-90,3.16844
54,-90,3.18844
55,-90,3.20844
56,-90,3.22844
57,-90,3.24844
58,-90,3.26844
59,-90,3.28844
60,-90,3.29844
61,-90,3.31844
62,-90,3.32844
63,-90,3.33844
64,-90,3.34844
65,-90,3.35844
66,-90,3.36844
67,-90,3.37844
68,-90,3.38844
69,-90,3.39844
70,-90,3.39844
71,-90,3.40844
72,-90,3.40844
73,-90,3.40844
74,-90,3.40844
75,-90,3.40844
76,-90,3.40844
77,-90,3.40844
78,-90,3.40844
79,-90,3.39844
80,-90,3.39844
81,-90,3.38844
82,-90,3.37844
83,-90,3.37844
84,-90,3.36844
85,-90,3.35844
86,-90,3.34844
87,-90,3.32844
88,-90,3.31844
89,-90,3.30844
90,-90,3.28844
91,-90,3.26844
92,-90,3.25844
93,-90,3.23844
94,-90,3.21844
95,-90,3.19844
96,-90,3.17844
97,-90,3.15844
98,-90,3.12844
99,-90,3.10844
100,-90,3.07844
101,-90,3.05844
102,-90,3.02844
103,-90,2.99844
104,-90,2.97844
105,-90,2.94844
106,-90,2.91844
107,-90,2.87844
108,-90,2.84844
109,-90,2.81844
110,-90,2.77844
111,-90,2.74844
112,-90,2.70844
113,-90,2.67844
114,-90,2.63844
115,-90,2.59844
116,-90,2.55844
117,-90,2.51844
118,-90,2.47844
119,-90,2.43844
120,-90,2.39844
121,-90,2.35844
122,-90,2.30844
123,-90,2.26844
124,-90,2.21844
125,-90,2.17844
126,-90,2.12844
127,-90,2.08844
128,-90,2.03844
129,-90,1.98844
130,-90,1.93844
131,-90,1.88844
132,-90,1.83844
133,-90,1.78844
134,-90,1.73844
135,-90,1.68844
136,-90,1.63844
137,-90,1.58844
138,-90,1.52844
139,-90,1.47844
140,-90,1.42844
141,-90,1.36844
142,-90,1.31844
143,-90,1.25844
144,-90,1.20844
145,-90,1.14844
146,-90,1.08844
147,-90,1.03844
